OWNER_GROUP,OWNER_AGENT,DETAILS,LOCAL_SEVERITY,BANK_SEVERITY,BRIEF_PROBLEM_SUMMARY,ID ,APPLICATION,DATE/TIME,DESCRIPTION ,,RESOLUTION NOTES,RESPONSIBLE_GROUP,SUBMITTER_GROUP,STATUS,DATE_TIME_OCCURED,CLOSEDATE,PROBLEM_ID,PLATFORM,CATEGORY,BUSINESS_IMPACT,RESOLUTION,DISTRIBUTED_ID
MODE-PlatformSupport,a111375,1449008202NETCOOLcltaiprodetl 12/01/2015 16:15:42 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/01/2015 16:15:42 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1449024052a111375 Status changed to In Progress1449137804u309862 Status changed to Closed  RESOLUTION: CAUSE GROUP::MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER RE RUN,4,50,cltaiprodetl 12/01/2015 16:15:42 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1449008202,ETCOOL, 12/01/2015 16:15:42 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 12/01/2015 16:15:42 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1449024052a111375 Status changed to In P,,RESOLUTION: CAUSE GROUP::MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER RE RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/1/15 17:16,12/3/15 5:16,23416634,Application Client Server,Autosys,,CAUSE GROUP::MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER RE RUN,MODE:
MODE-PlatformSupport,U392720,1436230965NETCOOLcltaiprodetl 07/06/2015 20:01:48 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 07/06/2015 20:01:48 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA--JOBFAILURE alarm has been generated1436235526a111375Running the SQL in MODE PROD DB to correct bad data after Durga Approval   Update  SRC_CORE2_DEAL.address Set line_1_txt='4650 Cushing Parkway' WHERE ADDRESS_ID=2033978139  Commit; 1436235674U392720fsj MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA on PC31436235901U210498Done.   MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA PC3 Running Jul 6  2015 9:24:33 PM1436239287u309862 Status changed to Resolved  RESOLUTION: CAUSE GROUP:CORE DATA RESOLUTION:BAD DATA RECORD IN THE SRC_CORE2_DEAL.ADDRESS UPDATED THE RECORD CAUSING ISSUE AND RE-STARTED THE FAILED JOB AND IT COMPLETED SUCCESSFULLY1436250258U393825 Status changed to Closed,4,50,cltaiprodetl 07/06/2015 20:01:48 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA--JOBFAILURE alarm has been generated,1436230965,ETCOOL, 07/06/2015 20:01:48 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DE,DESCRIPTION: cltaiprodetl 07/06/2015 20:01:48 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_DELTA--JOBFAILURE alarm has been generated1436235526a111375Running the SQL in MODE PROD D,,RESOLUTION: CAUSE GROUP:CORE DATA RESOLUTION:BAD DATA RECORD IN THE SRC_CORE2_DEAL.ADDRESS UPDATED THE RECORD CAUSING ISSUE AND RE-STARTED THE FAILED JOB AND IT COMPLETED SUCCESSFULLY1436,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,7/6/15 21:02,7/7/15 2:24,22651635,Application Client Server,Autosys,,CAUSE GROUP:CORE DATA RESOLUTION:BAD DATA RECORD IN THE SRC_CORE2_DEAL.ADDRESS UPDATED THE RECORD CAUSING ISSUE AND RE-STARTED THE FAILED JOB AND IT COMPLETED SUCCESSFULLY,MODE:
MODE-PlatformSupport,u309862,"1436787718NETCOOLcltaiprodetl 07/13/2015 06:41:04 CST/CDT [PC3]MODE.DFW.HR_REF_TO_MODE_MSTR_CFG_DATA_FW--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 07/13/2015 06:41:04 CST/CDT [PC3]MODE.DFW.HR_REF_TO_MODE_MSTR_CFG_DATA_FW--JOBFAILURE alarm has been generated1436787908u309862This Job expects ""${NDM_ROOT_DIR}/inbound/mrts/NSE_BASE_FULL.txt"" file from LG NDM.  Communication sent to LG NDM to verify file transmission to MODE   Status changed to In Progress1436788765U393825Pending Comments: waiting for file from LG NDM   Status changed to Pending  Problem was assigned to u309862 as a severity 4 problem.1436788811AR_ESCALATORSent follow-up date notification to assignee1436820907a111375Confirmation receives that there is no error at DTS end  hence Communication sent to Lori S White   Carol Mahan and Michael S Rumble from HR system for root cause analysis on missing file on date 7/11 and 7/13. MODE is doing full load everyday hence will monitor file today. Pending Comments: waiting for Lori S White   Carol Mahan and Michael S Rumble from HR system for root cause analysis on missing file on date 7/11 and 7/13.1436821211AR_ESCALATORSent follow-up date notification to assignee1436994386a111375Root Cause analysis :   The root cause was file contention.  We send the NSE files to the DTS prod server using our DTS UID.  That DTS UID is then linked to 20 of our requesting groups.  This saves us from sending the file multiple times and hands it over to DTS to do the broadcast transmission to all the DTS UIDs linked by our DTS UID.  Well  we reached our max limit of 20 groups so we had to set up another DTS UID for our next 20  so to speak.  I added the second NDM of the same NSE file to our current NDM job.  NDM sends the first command to send the particular NSE file and then right after that  another step to send the same NSE file to the second DTS UID.  The first transmission was still in progress when the second NDM command attempted to send the same file to the second DTS UID  Hence  the file contention issue.    I made the change yesterday so that this will not happen in the future.  I copied the NSE file to a secondary name and changed the NDM to reference this secondary name so there is no file contention - there are 2 identical files being sent to DTS with different UIDs.  The change goes into production on Monday  7/20.  If we do hiccup again before that happens  I will have operations re-send the file to the DTS UID that ""lost"" in the NDM war.  I apologize for any problems this may have caused on your side.     Carol Mahan  Data Distribution and Integration Services  HR Systems  Status changed to Closed  RESOLUTION: CAUSE GROUP:HR SYSTEM RESOLUTION: ITS FULL LOAD DAILY HENCE JOB SUCESSFULLY COMPLETED NEXT DAY .",4,50,cltaiprodetl 07/13/2015 06:41:04 CST/CDT [PC3]MODE.DFW.HR_REF_TO_MODE_MSTR_CFG_DATA_FW--JOBFAILURE alarm has been generated,1436787718,ETCOOL, 07/13/2015 06:41:04 CST/CDT [PC3]MODE.DFW.HR_REF_TO_MODE_MSTR_CFG_DATA_FW--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESC,"DESCRIPTION: cltaiprodetl 07/13/2015 06:41:04 CST/CDT [PC3]MODE.DFW.HR_REF_TO_MODE_MSTR_CFG_DATA_FW--JOBFAILURE alarm has been generated1436787908u309862This Job expects ""${NDM_ROOT_DIR",Pending Comments: waiting for file from LG NDM   Status changed to Pending  Problem was assigned to u309862 as a severity 4 problem.1436788811A,RESOLUTION: CAUSE GROUP:HR SYSTEM RESOLUTION: ITS FULL LOAD DAILY HENCE JOB SUCESSFULLY COMPLETED NEXT DAY .,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,7/13/15 7:41,7/15/15 17:06,22678580,Application Client Server,Autosys,,CAUSE GROUP:HR SYSTEM RESOLUTION: ITS FULL LOAD DAILY HENCE JOB SUCESSFULLY COMPLETED NEXT DAY .,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1448793218NETCOOLcltaiprodetl 11/29/2015 04:32:19 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_REPROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/29/2015 04:32:19 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_REPROCESS--JOBFAILURE alarm has been generated1448797129u309862error: ========= Error from Refresh.UNLOAD_STIPULATION_STATUS._table_CORE__table_.unload.003 on cltaiprodetl ========= ABINITIO(DB00153):  Get row failed for db statement. ABINITIO(DB10032):  Failed executing SQL. ABINITIO(DB10032):  Oracle Error: ORA-00028: your session has been killed ORA-00028: your session has been killed ABINITIO(DB10032):  SQL: SELECT /*+ ROWID(STIPULATION_STATUS) */ stipulation_status.STIPULATION_ID   stipulation_status.STIP_STATUS_TYPE_REF_ID   stipulation_status.MODE_PRG_IND  Status changed to In Progress1448801052u309862 Status changed to Closed  RESOLUTION: JOB IS SUCCESS1448940208u309862RESOLUTION: CAUSE GROUP:MDOE DBA TEAM RESOLUTION:JOB WENT TO SUCCESS AFTER FORCE STARTED,4,50,cltaiprodetl 11/29/2015 04:32:19 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_REPROCESS--JOBFAILURE alarm has been generated,1448793218,ETCOOL, 11/29/2015 04:32:19 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_REPROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.,DESCRIPTION: cltaiprodetl 11/29/2015 04:32:19 CST/CDT [PC3]MODE.HMF.SRC_CORE2_TO_COM_ORIG_LOANS_REPROCESS--JOBFAILURE alarm has been generated1448797129u309862error: ========= Error fro,,RESOLUTION: JOB IS SUCCESS1448940208u309862RESOLUTION: CAUSE GROUP:MDOE DBA TEAM RESOLUTION:JOB WENT TO SUCCESS AFTER FORCE STARTED,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/29/15 5:33,11/29/15 7:44,23403292,Application Client Server,Autosys,,CAUSE GROUP:MDOE DBA TEAM RESOLUTION:JOB WENT TO SUCCESS AFTER FORCE STARTED,MODE:
MODE-PlatformSupport,u309862,1450761268NETCOOLcltaiprodetl 12/21/2015 23:13:14 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/21/2015 23:13:14 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450764092u309862 Status changed to Closed  RESOLUTION: CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,4,50,cltaiprodetl 12/21/2015 23:13:14 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1450761268,ETCOOL, 12/21/2015 23:13:14 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 12/21/2015 23:13:14 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450764092u309862 Status changed to Clos,,RESOLUTION: CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/22/15 0:14,12/22/15 1:01,23529137,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1452056591NETCOOLcltaiprodetl 01/05/2016 23:02:23 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 01/05/2016 23:02:23 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1452065514u309862 Status changed to Closed  RESOLUTION: CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,4,50,cltaiprodetl 01/05/2016 23:02:23 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated,1452056591,ETCOOL, 01/05/2016 23:02:23 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIP,DESCRIPTION: cltaiprodetl 01/05/2016 23:02:23 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1452065514u309862 Status changed to Closed  RESOLUTI,,RESOLUTION: CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,1/6/16 0:03,1/6/16 2:31,23583911,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA   RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,u309862,1449120042NETCOOLcltaiprodetl 12/02/2015 23:20:07 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/02/2015 23:20:07 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1449120889u309862parallel  qeury run issue   Status changed to In Progress  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB RE RAN AND WENT TO SUCCESS  Problem was assigned to u309862 as a severity 4 problem.1449121031u309862 Status changed to Closed,4,50,cltaiprodetl 12/02/2015 23:20:07 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1449120042,ETCOOL, 12/02/2015 23:20:07 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 12/02/2015 23:20:07 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1449120889u309862parallel  qeury run iss,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB RE RAN AND WENT TO SUCCESS  Problem was assigned to u309862 as a severity 4 problem.1449121031u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/3/15 0:20,12/3/15 0:37,23425102,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB RE RAN AND WENT TO SUCCESS,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1450157517NETCOOLcltaiprodetl 12/14/2015 23:31:01 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/14/2015 23:31:01 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450158136u309862Job failed due to below error: ========= Error from Run_SQL_to_Load_Common_from_Staging.000 on cltaiprodetl ========= ABINITIO(DB10031):  Failed executing SQL. ABINITIO(DB10031):  Oracle Error: ORA-12801: error signaled in parallel query server P035  instance danprvl425:hmmdep12 (2)  Status changed to Service Restored  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN1450847016u309862 Status changed to Closed,4,50,cltaiprodetl 12/14/2015 23:31:01 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1450157517,ETCOOL, 12/14/2015 23:31:01 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 12/14/2015 23:31:01 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450158136u309862Job failed due to below,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN1450847016u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/15/15 0:31,12/23/15 0:03,23494032,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,u309862,1450760862NETCOOLcltaiprodetl 12/21/2015 23:06:28 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/21/2015 23:06:28 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1450761736u309862rc.mode_row_action_cd ) ABINITIO(DB10031):  Parse Error Offset: 0 ABINITIO(DB10034):  ORA-12801: error signaled in parallel query server P000  instance danprvl425:hmmdep12 (2) ORA-08103: object no longer exists Rejected input record 0.   Status changed to In Progress  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN  Problem was assigned to u309862 as a severity 4 problem.1450764102u309862 Status changed to Closed,4,50,cltaiprodetl 12/21/2015 23:06:28 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated,1450760862,ETCOOL, 12/21/2015 23:06:28 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIP,DESCRIPTION: cltaiprodetl 12/21/2015 23:06:28 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1450761736u309862rc.mode_row_action_cd ) ABINITIO(DB,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN  Problem was assigned to u309862 as a severity 4 problem.1450764102u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/22/15 0:07,12/22/15 1:01,23529129,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1450847368NETCOOLcltaiprodetl 12/22/2015 23:08:36 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/22/2015 23:08:36 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450850114u309862 Status changed to Closed  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,4,50,cltaiprodetl 12/22/2015 23:08:36 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1450847368,ETCOOL, 12/22/2015 23:08:36 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 12/22/2015 23:08:36 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1450850114u309862 Status changed to Clos,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/23/15 0:09,12/23/15 0:55,23534426,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,u309862,1452057221NETCOOLcltaiprodetl 01/05/2016 23:12:56 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 01/05/2016 23:12:56 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1452060985u309862 Status changed to Closed  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,4,50,cltaiprodetl 01/05/2016 23:12:56 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1452057221,ETCOOL, 01/05/2016 23:12:56 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 01/05/2016 23:12:56 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1452060985u309862 Status changed to Clos,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,1/6/16 0:13,1/6/16 1:16,23583915,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,u309862,1453872210NETCOOLcltaiprodetl 01/26/2016 23:22:29 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 01/26/2016 23:22:29 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1453872504u309862[2016-01-26 23:22:24] Standard Error for '/Subplan to run S2C/Load STG to COM merge/perform': ========= Error from Run_SQL_to_Load_Common_from_Staging.000 on cltaiprodetl ========= ABINITIO(DB10031):  Failed executing SQL. ABINITIO(DB10031):  Oracle Error: ORA-12801: error signaled in parallel query server P016  instance danprvl425:hmmdep12 (2) ORA-08103: object no longer exists  Status changed to In Progress  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN  Problem was assigned to u309862 as a severity 4 problem.1453873478u309862 Status changed to Closed,5,50,cltaiprodetl 01/26/2016 23:22:29 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated,1453872210,ETCOOL, 01/26/2016 23:22:29 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 probl,DESCRIPTION: cltaiprodetl 01/26/2016 23:22:29 CST/CDT [PC3]MODE.HMF.IMAGING_STG_ICMP_TO_COM_DOC_NOTIFS_DELTA--JOBFAILURE alarm has been generated1453872504u309862[2016-01-26 23:22:24] S,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN  Problem was assigned to u309862 as a severity 4 problem.1453873478u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,1/27/16 0:23,1/27/16 0:44,23684254,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN,MODE:
MODE-PlatformSupport,u309862,1453266216NETCOOLcltaiprodetl 01/19/2016 23:02:25 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 01/19/2016 23:02:25 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1453267670u309862 Status changed to In Progress  RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN AND WENT TO SUCCESS  Problem was assigned to u309862 as a severity 5 problem.1453269836u309862 Status changed to Closed,5,50,cltaiprodetl 01/19/2016 23:02:25 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated,1453266216,ETCOOL, 01/19/2016 23:02:25 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIP,DESCRIPTION: cltaiprodetl 01/19/2016 23:02:25 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1453267670u309862 Status changed to In Progress  RES,,RESOLUTION: CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN AND WENT TO SUCCESS  Problem was assigned to u309862 as a severity 5 problem.1453269836u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,1/20/16 0:03,1/20/16 1:03,23643340,Application Client Server,Autosys,,CAUSE GROUP:MODE DBA RESOLUTION:JOB WAS RE RUN AND WENT TO SUCCESS,MODE:
